,DATE,CUMULATIVE_COMPACTION,site,data_version
0,7/13/1973,0.0,TexasCity,2023
1,8/13/1973,0.007,TexasCity,2023
2,9/13/1973,0.005,TexasCity,2023
3,10/11/1973,0.01,TexasCity,2023
4,11/8/1973,0.012,TexasCity,2023
5,12/6/1973,0.015,TexasCity,2023
6,1/3/1974,0.018,TexasCity,2023
7,2/4/1974,0.021,TexasCity,2023
8,3/7/1974,0.025,TexasCity,2023
9,4/4/1974,0.026,TexasCity,2023
10,5/3/1974,0.029,TexasCity,2023
11,6/3/1974,0.033,TexasCity,2023
12,7/1/1974,0.041,TexasCity,2023
13,7/30/1974,0.05,TexasCity,2023
14,8/30/1974,0.048,TexasCity,2023
15,9/30/1974,0.055,TexasCity,2023
16,10/30/1974,0.059,TexasCity,2023
17,11/27/1974,0.057,TexasCity,2023
18,12/27/1974,0.057,TexasCity,2023
19,1/24/1975,0.06,TexasCity,2023
20,4/24/1975,0.07,TexasCity,2023
21,5/23/1975,0.072,TexasCity,2023
22,6/23/1975,0.075,TexasCity,2023
23,7/22/1975,0.08,TexasCity,2023
24,8/20/1975,0.084,TexasCity,2023
25,9/19/1975,0.084,TexasCity,2023
26,10/20/1975,0.093,TexasCity,2023
27,10/25/1975,0.092,TexasCity,2023
28,10/26/1975,0.087,TexasCity,2023
29,11/20/1975,0.089,TexasCity,2023
30,12/22/1975,0.091,TexasCity,2023
31,1/21/1976,0.093,TexasCity,2023
32,2/20/1976,0.096,TexasCity,2023
33,3/22/1976,0.099,TexasCity,2023
34,4/21/1976,0.105,TexasCity,2023
35,5/21/1976,0.108,TexasCity,2023
36,6/21/1976,0.108,TexasCity,2023
37,7/19/1976,0.109,TexasCity,2023
38,8/17/1976,0.121,TexasCity,2023
39,9/15/1976,0.124,TexasCity,2023
40,10/12/1976,0.121,TexasCity,2023
41,11/9/1976,0.119,TexasCity,2023
42,12/7/1976,0.116,TexasCity,2023
43,1/4/1977,0.117,TexasCity,2023
44,2/1/1977,0.124,TexasCity,2023
45,3/1/1977,0.127,TexasCity,2023
46,3/29/1977,0.13,TexasCity,2023
47,4/26/1977,0.132,TexasCity,2023
48,5/24/1977,0.134,TexasCity,2023
49,6/21/1977,0.14,TexasCity,2023
50,7/19/1977,0.147,TexasCity,2023
51,8/16/1977,0.149,TexasCity,2023
52,9/14/1977,0.143,TexasCity,2023
53,10/11/1977,0.142,TexasCity,2023
54,11/7/1977,0.142,TexasCity,2023
55,12/6/1977,0.143,TexasCity,2023
56,1/3/1978,0.143,TexasCity,2023
57,2/1/1978,0.14,TexasCity,2023
58,2/28/1978,0.142,TexasCity,2023
59,3/28/1978,0.147,TexasCity,2023
60,4/25/1978,0.151,TexasCity,2023
61,5/23/1978,0.157,TexasCity,2023
62,6/20/1978,0.158,TexasCity,2023
63,7/19/1978,0.166,TexasCity,2023
64,8/15/1978,0.167,TexasCity,2023
65,9/13/1978,0.17,TexasCity,2023
66,10/10/1978,0.171,TexasCity,2023
67,11/7/1978,0.175,TexasCity,2023
68,12/5/1978,0.174,TexasCity,2023
69,1/3/1979,0.177,TexasCity,2023
70,1/30/1979,0.173,TexasCity,2023
71,2/27/1979,0.174,TexasCity,2023
72,3/27/1979,0.175,TexasCity,2023
73,4/23/1979,0.175,TexasCity,2023
74,5/22/1979,0.176,TexasCity,2023
75,6/19/1979,0.179,TexasCity,2023
76,7/17/1979,0.182,TexasCity,2023
77,7/25/1979,0.182,TexasCity,2023
78,7/26/1979,0.176,TexasCity,2023
79,8/11/1979,0.178,TexasCity,2023
80,8/14/1979,0.177,TexasCity,2023
81,9/12/1979,0.175,TexasCity,2023
82,9/17/1979,0.176,TexasCity,2023
83,9/19/1979,0.172,TexasCity,2023
84,10/9/1979,0.175,TexasCity,2023
85,10/30/1979,0.179,TexasCity,2023
86,10/31/1979,0.174,TexasCity,2023
87,11/7/1979,0.175,TexasCity,2023
88,12/4/1979,0.175,TexasCity,2023
89,1/2/1980,0.172,TexasCity,2023
90,2/5/1980,0.172,TexasCity,2023
91,3/4/1980,0.172,TexasCity,2023
92,4/1/1980,0.171,TexasCity,2023
93,4/29/1980,0.173,TexasCity,2023
94,5/27/1980,0.172,TexasCity,2023
95,6/24/1980,0.179,TexasCity,2023
96,7/22/1980,0.182,TexasCity,2023
97,8/19/1980,0.185,TexasCity,2023
98,9/16/1980,0.185,TexasCity,2023
99,10/14/1980,0.187,TexasCity,2023
100,11/10/1980,0.19,TexasCity,2023
101,12/10/1980,0.193,TexasCity,2023
102,1/6/1981,0.193,TexasCity,2023
103,2/3/1981,0.19,TexasCity,2023
104,3/4/1981,0.186,TexasCity,2023
105,3/31/1981,0.185,TexasCity,2023
106,4/27/1981,0.186,TexasCity,2023
107,5/26/1981,0.184,TexasCity,2023
108,6/23/1981,0.178,TexasCity,2023
109,7/21/1981,0.178,TexasCity,2023
110,8/18/1981,0.18,TexasCity,2023
111,9/15/1981,0.179,TexasCity,2023
112,10/14/1981,0.177,TexasCity,2023
113,11/10/1981,0.174,TexasCity,2023
114,12/8/1981,0.173,TexasCity,2023
115,1/6/1982,0.169,TexasCity,2023
116,2/2/1982,0.167,TexasCity,2023
117,3/2/1982,0.163,TexasCity,2023
118,3/31/1982,0.161,TexasCity,2023
119,4/27/1982,0.16,TexasCity,2023
120,5/25/1982,0.157,TexasCity,2023
121,6/22/1982,0.163,TexasCity,2023
122,7/22/1982,0.165,TexasCity,2023
123,8/17/1982,0.16,TexasCity,2023
124,9/14/1982,0.162,TexasCity,2023
125,10/12/1982,0.162,TexasCity,2023
126,11/9/1982,0.163,TexasCity,2023
127,12/7/1982,0.155,TexasCity,2023
128,1/4/1983,0.148,TexasCity,2023
129,2/1/1983,0.146,TexasCity,2023
130,3/2/1983,0.147,TexasCity,2023
131,3/29/1983,0.147,TexasCity,2023
132,4/26/1983,0.149,TexasCity,2023
133,5/25/1983,0.152,TexasCity,2023
134,6/21/1983,0.153,TexasCity,2023
135,7/19/1983,0.149,TexasCity,2023
136,8/16/1983,0.148,TexasCity,2023
137,9/13/1983,0.145,TexasCity,2023
138,10/11/1983,0.147,TexasCity,2023
139,11/8/1983,0.143,TexasCity,2023
140,12/6/1983,0.14,TexasCity,2023
141,1/4/1984,0.139,TexasCity,2023
142,1/31/1984,0.137,TexasCity,2023
143,2/28/1984,0.138,TexasCity,2023
144,3/26/1984,0.138,TexasCity,2023
145,4/23/1984,0.141,TexasCity,2023
146,5/22/1984,0.14,TexasCity,2023
147,6/19/1984,0.145,TexasCity,2023
148,7/17/1984,0.146,TexasCity,2023
149,8/14/1984,0.145,TexasCity,2023
150,9/11/1984,0.145,TexasCity,2023
151,10/9/1984,0.144,TexasCity,2023
152,11/6/1984,0.152,TexasCity,2023
153,12/5/1984,0.152,TexasCity,2023
154,1/2/1985,0.15,TexasCity,2023
155,1/30/1985,0.141,TexasCity,2023
156,2/26/1985,0.129,TexasCity,2023
157,3/27/1985,0.126,TexasCity,2023
158,4/23/1985,0.131,TexasCity,2023
159,5/21/1985,0.144,TexasCity,2023
160,6/18/1985,0.151,TexasCity,2023
161,7/16/1985,0.148,TexasCity,2023
162,8/13/1985,0.15,TexasCity,2023
163,9/10/1985,0.151,TexasCity,2023
164,10/8/1985,0.151,TexasCity,2023
165,11/5/1985,0.151,TexasCity,2023
166,12/3/1985,0.15,TexasCity,2023
167,12/19/1985,0.149,TexasCity,2023
168,1/16/1986,0.149,TexasCity,2023
169,2/13/1986,0.145,TexasCity,2023
170,3/13/1986,0.145,TexasCity,2023
171,4/10/1986,0.15,TexasCity,2023
172,5/8/1986,0.149,TexasCity,2023
173,6/5/1986,0.148,TexasCity,2023
174,7/3/1986,0.146,TexasCity,2023
175,7/31/1986,0.149,TexasCity,2023
176,8/29/1986,0.149,TexasCity,2023
177,9/25/1986,0.147,TexasCity,2023
178,10/24/1986,0.141,TexasCity,2023
179,11/19/1986,0.136,TexasCity,2023
180,12/17/1986,0.13,TexasCity,2023
181,1/15/1987,0.129,TexasCity,2023
182,2/11/1987,0.129,TexasCity,2023
183,3/6/1987,0.127,TexasCity,2023
184,4/2/1987,0.128,TexasCity,2023
185,4/30/1987,0.14,TexasCity,2023
186,5/28/1987,0.14,TexasCity,2023
187,6/26/1987,0.135,TexasCity,2023
188,7/23/1987,0.138,TexasCity,2023
189,8/20/1987,0.141,TexasCity,2023
190,9/17/1987,0.141,TexasCity,2023
191,10/15/1987,0.141,TexasCity,2023
192,11/12/1987,0.141,TexasCity,2023
193,12/9/1987,0.14,TexasCity,2023
194,1/7/1988,0.132,TexasCity,2023
195,2/4/1988,0.13,TexasCity,2023
196,3/3/1988,0.128,TexasCity,2023
197,3/31/1988,0.127,TexasCity,2023
198,4/28/1988,0.134,TexasCity,2023
199,5/26/1988,0.135,TexasCity,2023
200,6/23/1988,0.135,TexasCity,2023
201,7/21/1988,0.135,TexasCity,2023
202,8/18/1988,0.135,TexasCity,2023
203,9/14/1988,0.142,TexasCity,2023
204,10/13/1988,0.143,TexasCity,2023
205,11/9/1988,0.143,TexasCity,2023
206,12/8/1988,0.143,TexasCity,2023
207,1/5/1989,0.143,TexasCity,2023
208,2/2/1989,0.141,TexasCity,2023
209,3/2/1989,0.139,TexasCity,2023
210,3/29/1989,0.139,TexasCity,2023
211,4/27/1989,0.14,TexasCity,2023
212,5/23/1989,0.14,TexasCity,2023
213,6/22/1989,0.141,TexasCity,2023
214,7/20/1989,0.14,TexasCity,2023
215,8/17/1989,0.139,TexasCity,2023
216,9/14/1989,0.14,TexasCity,2023
217,10/12/1989,0.14,TexasCity,2023
218,11/8/1989,0.14,TexasCity,2023
219,12/7/1989,0.139,TexasCity,2023
220,1/4/1990,0.139,TexasCity,2023
221,2/1/1990,0.136,TexasCity,2023
222,3/1/1990,0.131,TexasCity,2023
223,3/29/1990,0.128,TexasCity,2023
224,4/26/1990,0.127,TexasCity,2023
225,5/24/1990,0.127,TexasCity,2023
226,6/21/1990,0.134,TexasCity,2023
227,7/19/1990,0.134,TexasCity,2023
228,8/16/1990,0.134,TexasCity,2023
229,9/14/1990,0.134,TexasCity,2023
230,10/11/1990,0.134,TexasCity,2023
231,11/7/1990,0.133,TexasCity,2023
232,12/7/1990,0.132,TexasCity,2023
233,1/3/1991,0.132,TexasCity,2023
234,1/31/1991,0.125,TexasCity,2023
235,2/28/1991,0.122,TexasCity,2023
236,3/28/1991,0.125,TexasCity,2023
237,4/25/1991,0.124,TexasCity,2023
238,5/24/1991,0.121,TexasCity,2023
239,6/24/1991,0.122,TexasCity,2023
240,7/18/1991,0.127,TexasCity,2023
241,8/15/1991,0.128,TexasCity,2023
242,9/12/1991,0.122,TexasCity,2023
243,10/10/1991,0.125,TexasCity,2023
244,11/7/1991,0.125,TexasCity,2023
245,12/5/1991,0.122,TexasCity,2023
246,1/2/1992,0.119,TexasCity,2023
247,1/30/1992,0.115,TexasCity,2023
248,2/28/1992,0.114,TexasCity,2023
249,3/26/1992,0.117,TexasCity,2023
250,4/23/1992,0.117,TexasCity,2023
251,5/21/1992,0.12,TexasCity,2023
252,6/17/1992,0.119,TexasCity,2023
253,7/16/1992,0.121,TexasCity,2023
254,8/13/1992,0.122,TexasCity,2023
255,9/9/1992,0.122,TexasCity,2023
256,10/8/1992,0.121,TexasCity,2023
257,11/5/1992,0.121,TexasCity,2023
258,12/2/1992,0.119,TexasCity,2023
259,12/30/1992,0.117,TexasCity,2023
260,1/28/1993,0.112,TexasCity,2023
261,2/24/1993,0.113,TexasCity,2023
262,3/26/1993,0.112,TexasCity,2023
263,4/22/1993,0.114,TexasCity,2023
264,5/19/1993,0.113,TexasCity,2023
265,6/17/1993,0.114,TexasCity,2023
266,7/14/1993,0.114,TexasCity,2023
267,8/13/1993,0.116,TexasCity,2023
268,9/10/1993,0.116,TexasCity,2023
269,10/8/1993,0.115,TexasCity,2023
270,11/4/1993,0.113,TexasCity,2023
271,12/2/1993,0.112,TexasCity,2023
272,12/30/1993,0.113,TexasCity,2023
273,1/26/1994,0.113,TexasCity,2023
274,2/23/1994,0.113,TexasCity,2023
275,3/23/1994,0.113,TexasCity,2023
276,4/19/1994,0.113,TexasCity,2023
277,5/18/1994,0.113,TexasCity,2023
278,6/16/1994,0.114,TexasCity,2023
279,7/15/1994,0.115,TexasCity,2023
280,8/11/1994,0.115,TexasCity,2023
281,9/8/1994,0.114,TexasCity,2023
282,10/6/1994,0.113,TexasCity,2023
283,11/3/1994,0.111,TexasCity,2023
284,12/1/1994,0.111,TexasCity,2023
285,12/29/1994,0.108,TexasCity,2023
286,1/26/1995,0.108,TexasCity,2023
287,2/23/1995,0.109,TexasCity,2023
288,3/23/1995,0.107,TexasCity,2023
289,4/20/1995,0.107,TexasCity,2023
290,5/17/1995,0.108,TexasCity,2023
291,6/15/1995,0.107,TexasCity,2023
292,7/14/1995,0.108,TexasCity,2023
293,8/10/1995,0.108,TexasCity,2023
294,9/7/1995,0.109,TexasCity,2023
295,10/5/1995,0.109,TexasCity,2023
296,11/2/1995,0.109,TexasCity,2023
297,12/1/1995,0.108,TexasCity,2023
298,1/4/1996,0.104,TexasCity,2023
299,1/25/1996,0.101,TexasCity,2023
300,2/22/1996,0.083,TexasCity,2023
301,3/21/1996,0.078,TexasCity,2023
302,4/19/1996,0.077,TexasCity,2023
303,5/16/1996,0.081,TexasCity,2023
304,6/13/1996,0.081,TexasCity,2023
305,7/11/1996,0.082,TexasCity,2023
306,8/8/1996,0.082,TexasCity,2023
307,9/7/1996,0.08,TexasCity,2023
308,10/3/1996,0.079,TexasCity,2023
309,10/30/1996,0.078,TexasCity,2023
310,11/29/1996,0.078,TexasCity,2023
311,12/26/1996,0.077,TexasCity,2023
312,1/23/1997,0.076,TexasCity,2023
313,2/21/1997,0.076,TexasCity,2023
314,3/19/1997,0.079,TexasCity,2023
315,4/16/1997,0.083,TexasCity,2023
316,5/15/1997,0.087,TexasCity,2023
317,6/13/1997,0.089,TexasCity,2023
318,7/11/1997,0.091,TexasCity,2023
319,8/7/1997,0.093,TexasCity,2023
320,9/2/1997,0.094,TexasCity,2023
321,10/3/1997,0.091,TexasCity,2023
322,10/30/1997,0.087,TexasCity,2023
323,11/26/1997,0.085,TexasCity,2023
324,12/22/1997,0.085,TexasCity,2023
325,1/21/1998,0.084,TexasCity,2023
326,2/19/1998,0.084,TexasCity,2023
327,3/19/1998,0.085,TexasCity,2023
328,4/16/1998,0.085,TexasCity,2023
329,5/14/1998,0.088,TexasCity,2023
330,6/11/1998,0.086,TexasCity,2023
331,7/8/1998,0.088,TexasCity,2023
332,8/5/1998,0.09,TexasCity,2023
333,9/2/1998,0.087,TexasCity,2023
334,10/2/1998,0.087,TexasCity,2023
335,10/30/1998,0.087,TexasCity,2023
336,11/25/1998,0.086,TexasCity,2023
337,12/18/1998,0.087,TexasCity,2023
338,1/15/1999,0.088,TexasCity,2023
339,2/12/1999,0.089,TexasCity,2023
340,3/12/1999,0.089,TexasCity,2023
341,4/9/1999,0.089,TexasCity,2023
342,5/5/1999,0.09,TexasCity,2023
343,6/3/1999,0.091,TexasCity,2023
344,6/30/1999,0.09,TexasCity,2023
345,7/29/1999,0.09,TexasCity,2023
346,8/27/1999,0.091,TexasCity,2023
347,9/27/1999,0.091,TexasCity,2023
348,10/22/1999,0.09,TexasCity,2023
349,11/18/1999,0.091,TexasCity,2023
350,12/16/1999,0.091,TexasCity,2023
351,1/13/2000,0.091,TexasCity,2023
352,2/8/2000,0.091,TexasCity,2023
353,3/8/2000,0.092,TexasCity,2023
354,4/6/2000,0.093,TexasCity,2023
355,5/4/2000,0.09,TexasCity,2023
356,6/1/2000,0.092,TexasCity,2023
357,6/29/2000,0.094,TexasCity,2023
358,7/26/2000,0.095,TexasCity,2023
359,8/24/2000,0.101,TexasCity,2023
360,9/20/2000,0.1,TexasCity,2023
361,10/19/2000,0.098,TexasCity,2023
362,11/16/2000,0.097,TexasCity,2023
363,12/14/2000,0.096,TexasCity,2023
364,1/11/2001,0.095,TexasCity,2023
365,2/8/2001,0.096,TexasCity,2023
366,3/8/2001,0.096,TexasCity,2023
367,4/5/2001,0.095,TexasCity,2023
368,5/2/2001,0.097,TexasCity,2023
369,5/30/2001,0.098,TexasCity,2023
370,6/29/2001,0.098,TexasCity,2023
371,7/26/2001,0.099,TexasCity,2023
372,8/23/2001,0.099,TexasCity,2023
373,9/20/2001,0.097,TexasCity,2023
374,10/18/2001,0.096,TexasCity,2023
375,11/14/2001,0.097,TexasCity,2023
376,12/12/2001,0.096,TexasCity,2023
377,1/10/2002,0.095,TexasCity,2023
378,2/7/2002,0.096,TexasCity,2023
379,3/6/2002,0.096,TexasCity,2023
380,4/4/2002,0.096,TexasCity,2023
381,5/2/2002,0.096,TexasCity,2023
382,5/30/2002,0.095,TexasCity,2023
383,6/26/2002,0.095,TexasCity,2023
384,7/26/2002,0.095,TexasCity,2023
385,8/21/2002,0.093,TexasCity,2023
386,9/20/2002,0.091,TexasCity,2023
387,10/17/2002,0.092,TexasCity,2023
388,11/15/2002,0.091,TexasCity,2023
389,12/12/2002,0.091,TexasCity,2023
390,1/9/2003,0.091,TexasCity,2023
391,2/5/2003,0.09,TexasCity,2023
392,3/5/2003,0.09,TexasCity,2023
393,4/3/2003,0.091,TexasCity,2023
394,4/30/2003,0.091,TexasCity,2023
395,5/28/2003,0.091,TexasCity,2023
396,6/25/2003,0.092,TexasCity,2023
397,7/23/2003,0.091,TexasCity,2023
398,8/19/2003,0.092,TexasCity,2023
399,9/18/2003,0.094,TexasCity,2023
400,10/15/2003,0.095,TexasCity,2023
401,11/12/2003,0.095,TexasCity,2023
402,12/11/2003,0.095,TexasCity,2023
403,1/9/2004,0.095,TexasCity,2023
404,2/4/2004,0.093,TexasCity,2023
405,3/4/2004,0.093,TexasCity,2023
406,3/31/2004,0.094,TexasCity,2023
407,4/30/2004,0.095,TexasCity,2023
408,5/27/2004,0.094,TexasCity,2023
409,6/28/2004,0.093,TexasCity,2023
410,7/22/2004,0.095,TexasCity,2023
411,8/18/2004,0.096,TexasCity,2023
412,9/14/2004,0.096,TexasCity,2023
413,10/14/2004,0.096,TexasCity,2023
414,11/10/2004,0.095,TexasCity,2023
415,12/8/2004,0.094,TexasCity,2023
416,1/5/2005,0.094,TexasCity,2023
417,1/31/2005,0.095,TexasCity,2023
418,3/3/2005,0.092,TexasCity,2023
419,3/29/2005,0.093,TexasCity,2023
420,4/28/2005,0.094,TexasCity,2023
421,5/27/2005,0.094,TexasCity,2023
422,6/23/2005,0.094,TexasCity,2023
423,7/18/2005,0.095,TexasCity,2023
424,8/19/2005,0.096,TexasCity,2023
425,9/20/2005,0.095,TexasCity,2023
426,10/20/2005,0.094,TexasCity,2023
427,11/16/2005,0.095,TexasCity,2023
428,12/14/2005,0.096,TexasCity,2023
429,1/9/2006,0.096,TexasCity,2023
430,2/8/2006,0.096,TexasCity,2023
431,3/7/2006,0.096,TexasCity,2023
432,4/5/2006,0.096,TexasCity,2023
433,5/3/2006,0.096,TexasCity,2023
434,6/1/2006,0.097,TexasCity,2023
435,6/28/2006,0.098,TexasCity,2023
436,7/27/2006,0.097,TexasCity,2023
437,8/28/2006,0.098,TexasCity,2023
438,9/29/2006,0.099,TexasCity,2023
439,10/23/2006,0.096,TexasCity,2023
440,11/14/2006,0.096,TexasCity,2023
441,12/12/2006,0.097,TexasCity,2023
442,1/12/2007,0.097,TexasCity,2023
443,2/7/2007,0.093,TexasCity,2023
444,3/12/2007,0.097,TexasCity,2023
445,4/3/2007,0.097,TexasCity,2023
446,5/3/2007,0.098,TexasCity,2023
447,6/4/2007,0.099,TexasCity,2023
448,6/26/2007,0.099,TexasCity,2023
449,7/25/2007,0.098,TexasCity,2023
450,8/28/2007,0.098,TexasCity,2023
451,9/20/2007,0.098,TexasCity,2023
452,10/25/2007,0.098,TexasCity,2023
453,11/15/2007,0.098,TexasCity,2023
454,12/14/2007,0.098,TexasCity,2023
455,1/9/2008,0.098,TexasCity,2023
456,2/13/2008,0.096,TexasCity,2023
457,3/11/2008,0.096,TexasCity,2023
458,4/16/2008,0.097,TexasCity,2023
459,5/6/2008,0.097,TexasCity,2023
460,6/11/2008,0.097,TexasCity,2023
461,7/14/2008,0.097,TexasCity,2023
462,8/20/2008,0.097,TexasCity,2023
463,9/30/2008,0.092,TexasCity,2023
464,10/29/2008,0.095,TexasCity,2023
465,11/25/2008,0.095,TexasCity,2023
466,12/19/2008,0.095,TexasCity,2023
467,1/28/2009,0.094,TexasCity,2023
468,3/3/2009,0.094,TexasCity,2023
469,4/2/2009,0.094,TexasCity,2023
470,4/30/2009,0.09,TexasCity,2023
471,5/29/2009,0.089,TexasCity,2023
472,6/26/2009,0.09,TexasCity,2023
473,7/21/2009,0.09,TexasCity,2023
474,8/20/2009,0.09,TexasCity,2023
475,9/18/2009,0.093,TexasCity,2023
476,10/16/2009,0.092,TexasCity,2023
477,11/10/2009,0.09,TexasCity,2023
478,12/8/2009,0.088,TexasCity,2023
479,1/6/2010,0.091,TexasCity,2023
480,2/10/2010,0.09,TexasCity,2023
481,3/12/2010,0.091,TexasCity,2023
482,3/30/2010,0.092,TexasCity,2023
483,5/4/2010,0.093,TexasCity,2023
484,6/7/2010,0.093,TexasCity,2023
485,6/29/2010,0.093,TexasCity,2023
486,7/27/2010,0.096,TexasCity,2023
487,8/25/2010,0.096,TexasCity,2023
488,9/22/2010,0.096,TexasCity,2023
489,10/20/2010,0.1,TexasCity,2023
490,11/18/2010,0.1,TexasCity,2023
491,12/13/2010,0.1,TexasCity,2023
492,1/3/2011,0.1,TexasCity,2023
493,1/31/2011,0.099,TexasCity,2023
494,3/2/2011,0.099,TexasCity,2023
495,3/29/2011,0.1,TexasCity,2023
496,5/10/2011,0.1,TexasCity,2023
497,6/8/2011,0.101,TexasCity,2023
498,7/6/2011,0.101,TexasCity,2023
499,8/2/2011,0.101,TexasCity,2023
500,9/8/2011,0.102,TexasCity,2023
501,10/14/2011,0.102,TexasCity,2023
502,11/1/2011,0.102,TexasCity,2023
503,12/1/2011,0.102,TexasCity,2023
504,12/29/2011,0.102,TexasCity,2023
505,1/27/2012,0.101,TexasCity,2023
506,2/23/2012,0.099,TexasCity,2023
507,3/21/2012,0.099,TexasCity,2023
508,4/18/2012,0.099,TexasCity,2023
509,5/17/2012,0.099,TexasCity,2023
510,6/13/2012,0.1,TexasCity,2023
511,7/6/2012,0.1,TexasCity,2023
512,8/7/2012,0.1,TexasCity,2023
513,9/5/2012,0.1,TexasCity,2023
514,10/15/2012,0.1,TexasCity,2023
515,11/8/2012,0.1,TexasCity,2023
516,12/4/2012,0.1,TexasCity,2023
517,1/4/2013,0.1,TexasCity,2023
518,2/21/2013,0.1,TexasCity,2023
519,3/25/2013,0.1,TexasCity,2023
520,4/30/2013,0.1,TexasCity,2023
521,5/30/2013,0.1,TexasCity,2023
522,6/24/2013,0.101,TexasCity,2023
523,7/23/2013,0.1,TexasCity,2023
524,8/22/2013,0.101,TexasCity,2023
525,9/27/2013,0.102,TexasCity,2023
526,10/21/2013,0.102,TexasCity,2023
527,11/19/2013,0.1,TexasCity,2023
528,12/16/2013,0.1,TexasCity,2023
529,1/23/2014,0.101,TexasCity,2023
530,2/27/2014,0.101,TexasCity,2023
531,4/2/2014,0.101,TexasCity,2023
532,5/16/2014,0.101,TexasCity,2023
533,6/10/2014,0.101,TexasCity,2023
534,7/9/2014,0.101,TexasCity,2023
535,8/12/2014,0.101,TexasCity,2023
536,9/2/2014,0.101,TexasCity,2023
537,10/6/2014,0.101,TexasCity,2023
538,11/12/2014,0.101,TexasCity,2023
539,12/11/2014,0.101,TexasCity,2023
540,1/13/2015,0.099,TexasCity,2023
541,2/19/2015,0.099,TexasCity,2023
542,3/30/2015,0.097,TexasCity,2023
543,4/29/2015,0.096,TexasCity,2023
544,5/19/2015,0.097,TexasCity,2023
545,6/22/2015,0.097,TexasCity,2023
546,7/23/2015,0.099,TexasCity,2023
547,9/8/2015,0.1,TexasCity,2023
548,9/29/2015,0.096,TexasCity,2023
549,10/28/2015,0.097,TexasCity,2023
550,11/23/2015,0.096,TexasCity,2023
551,12/21/2015,0.095,TexasCity,2023
552,1/19/2016,0.095,TexasCity,2023
553,2/29/2016,0.096,TexasCity,2023
554,3/30/2016,0.097,TexasCity,2023
555,5/2/2016,0.097,TexasCity,2023
556,5/31/2016,0.098,TexasCity,2023
557,6/30/2016,0.098,TexasCity,2023
558,7/29/2016,0.099,TexasCity,2023
559,8/25/2016,0.099,TexasCity,2023
560,9/26/2016,0.099,TexasCity,2023
561,10/20/2016,0.099,TexasCity,2023
562,11/28/2016,0.099,TexasCity,2023
563,12/21/2016,0.097,TexasCity,2023
564,1/30/2017,0.097,TexasCity,2023
565,2/28/2017,0.096,TexasCity,2023
566,3/23/2017,0.096,TexasCity,2023
567,4/24/2017,0.096,TexasCity,2023
568,5/30/2017,0.097,TexasCity,2023
569,6/21/2017,0.097,TexasCity,2023
570,7/26/2017,0.097,TexasCity,2023
571,8/15/2017,0.097,TexasCity,2023
572,9/22/2017,0.095,TexasCity,2023
573,10/18/2017,0.095,TexasCity,2023
574,11/16/2017,0.095,TexasCity,2023
575,12/21/2017,0.094,TexasCity,2023
576,1/31/2018,0.093,TexasCity,2023
577,2/27/2018,0.093,TexasCity,2023
578,3/20/2018,0.093,TexasCity,2023
579,4/16/2018,0.093,TexasCity,2023
580,5/21/2018,0.096,TexasCity,2023
581,6/21/2018,0.097,TexasCity,2023
582,7/18/2018,0.097,TexasCity,2023
583,8/29/2018,0.098,TexasCity,2023
584,9/20/2018,0.094,TexasCity,2023
585,10/16/2018,0.095,TexasCity,2023
586,11/20/2018,0.095,TexasCity,2023
587,12/13/2018,0.095,TexasCity,2023
588,2/25/2019,0.096,TexasCity,2023
589,3/20/2019,0.096,TexasCity,2023
590,4/16/2019,0.096,TexasCity,2023
591,5/22/2019,0.094,TexasCity,2023
592,6/19/2019,0.095,TexasCity,2023
593,7/24/2019,0.096,TexasCity,2023
594,8/21/2019,0.097,TexasCity,2023
595,10/1/2019,0.096,TexasCity,2023
596,10/29/2019,0.093,TexasCity,2023
597,11/25/2019,0.094,TexasCity,2023
598,12/23/2019,0.094,TexasCity,2023
599,1/28/2020,0.085,TexasCity,2023
600,3/3/2020,0.086,TexasCity,2023
601,4/6/2020,0.09,TexasCity,2023
602,4/27/2020,0.09,TexasCity,2023
603,5/28/2020,0.091,TexasCity,2023
604,6/23/2020,0.091,TexasCity,2023
605,7/21/2020,0.091,TexasCity,2023
606,8/18/2020,0.091,TexasCity,2023
607,9/24/2020,0.091,TexasCity,2023
608,10/27/2020,0.091,TexasCity,2023
609,11/23/2020,0.091,TexasCity,2023
610,12/29/2020,0.09,TexasCity,2023
611,2/3/2021,0.09,TexasCity,2023
612,2/23/2021,0.089,TexasCity,2023
613,3/31/2021,0.09,TexasCity,2023
614,5/4/2021,0.091,TexasCity,2023
615,6/1/2021,0.091,TexasCity,2023
616,6/29/2021,0.091,TexasCity,2023
617,7/22/2021,0.091,TexasCity,2023
618,8/31/2021,0.091,TexasCity,2023
619,9/21/2021,0.09,TexasCity,2023
620,10/26/2021,0.089,TexasCity,2023
621,11/18/2021,0.09,TexasCity,2023
622,12/22/2021,0.091,TexasCity,2023
623,1/26/2022,0.091,TexasCity,2023
624,2/22/2022,0.091,TexasCity,2023
625,3/30/2022,0.092,TexasCity,2023
626,4/26/2022,0.092,TexasCity,2023
627,6/1/2022,0.093,TexasCity,2023
628,6/28/2022,0.094,TexasCity,2023
629,7/27/2022,0.092,TexasCity,2023
630,8/30/2022,0.094,TexasCity,2023
631,9/27/2022,0.094,TexasCity,2023
632,11/2/2022,0.094,TexasCity,2023
633,11/29/2022,0.092,TexasCity,2023
634,12/27/2022,0.092,TexasCity,2023
