,DATE,CUMULATIVE_COMPACTION,site,data_version
1869,11/1/2023,0.691,ClearLakeShallow,2023
1870,12/4/2023,0.691,ClearLakeShallow,2023
1871,12/27/2023,0.691,ClearLakeShallow,2023
1872,5/26/1976,0.0,ClearLakeDeep,2023
1873,6/9/1976,0.004,ClearLakeDeep,2023
1874,6/21/1976,0.002,ClearLakeDeep,2023
1875,7/20/1976,0.009,ClearLakeDeep,2023
1876,8/16/1976,0.021,ClearLakeDeep,2023
1877,9/16/1976,0.031,ClearLakeDeep,2023
1878,10/12/1976,0.041,ClearLakeDeep,2023
1879,11/9/1976,0.05,ClearLakeDeep,2023
1880,12/7/1976,0.059,ClearLakeDeep,2023
1881,1/4/1977,0.068,ClearLakeDeep,2023
1882,2/1/1977,0.077,ClearLakeDeep,2023
1883,3/1/1977,0.086,ClearLakeDeep,2023
1884,3/29/1977,0.094,ClearLakeDeep,2023
1885,4/26/1977,0.098,ClearLakeDeep,2023
1886,5/24/1977,0.105,ClearLakeDeep,2023
1887,6/21/1977,0.115,ClearLakeDeep,2023
1888,7/19/1977,0.125,ClearLakeDeep,2023
1889,8/16/1977,0.13,ClearLakeDeep,2023
1890,9/13/1977,0.135,ClearLakeDeep,2023
1891,10/11/1977,0.141,ClearLakeDeep,2023
1892,11/7/1977,0.147,ClearLakeDeep,2023
1893,12/6/1977,0.151,ClearLakeDeep,2023
1894,1/3/1978,0.158,ClearLakeDeep,2023
1895,2/2/1978,0.161,ClearLakeDeep,2023
1896,2/28/1978,0.164,ClearLakeDeep,2023
1897,3/28/1978,0.17,ClearLakeDeep,2023
1898,4/25/1978,0.176,ClearLakeDeep,2023
1899,5/23/1978,0.185,ClearLakeDeep,2023
1900,6/20/1978,0.191,ClearLakeDeep,2023
1901,7/19/1978,0.201,ClearLakeDeep,2023
1902,8/15/1978,0.206,ClearLakeDeep,2023
1903,9/13/1978,0.213,ClearLakeDeep,2023
1904,10/10/1978,0.218,ClearLakeDeep,2023
1905,11/7/1978,0.206,ClearLakeDeep,2023
1906,12/5/1978,0.189,ClearLakeDeep,2023
1907,1/3/1979,0.174,ClearLakeDeep,2023
1908,1/31/1979,0.16,ClearLakeDeep,2023
1909,2/27/1979,0.156,ClearLakeDeep,2023
1910,3/28/1979,0.157,ClearLakeDeep,2023
1911,4/23/1979,0.16,ClearLakeDeep,2023
1912,5/22/1979,0.165,ClearLakeDeep,2023
1913,6/19/1979,0.171,ClearLakeDeep,2023
1914,7/17/1979,0.176,ClearLakeDeep,2023
1915,8/14/1979,0.18,ClearLakeDeep,2023
1916,9/11/1979,0.184,ClearLakeDeep,2023
1917,10/9/1979,0.189,ClearLakeDeep,2023
1918,11/8/1979,0.196,ClearLakeDeep,2023
1919,12/5/1979,0.202,ClearLakeDeep,2023
1920,1/2/1980,0.206,ClearLakeDeep,2023
1921,2/5/1980,0.211,ClearLakeDeep,2023
1922,3/4/1980,0.215,ClearLakeDeep,2023
1923,4/1/1980,0.22,ClearLakeDeep,2023
1924,4/29/1980,0.225,ClearLakeDeep,2023
1925,5/27/1980,0.229,ClearLakeDeep,2023
1926,6/24/1980,0.24,ClearLakeDeep,2023
1927,7/22/1980,0.253,ClearLakeDeep,2023
1928,8/19/1980,0.259,ClearLakeDeep,2023
1929,9/15/1980,0.267,ClearLakeDeep,2023
1930,10/15/1980,0.272,ClearLakeDeep,2023
1931,11/10/1980,0.277,ClearLakeDeep,2023
1932,12/9/1980,0.278,ClearLakeDeep,2023
1933,1/6/1981,0.281,ClearLakeDeep,2023
1934,2/3/1981,0.284,ClearLakeDeep,2023
1935,3/4/1981,0.286,ClearLakeDeep,2023
1936,3/31/1981,0.29,ClearLakeDeep,2023
1937,4/27/1981,0.296,ClearLakeDeep,2023
1938,5/26/1981,0.299,ClearLakeDeep,2023
1939,6/23/1981,0.303,ClearLakeDeep,2023
1940,7/22/1981,0.313,ClearLakeDeep,2023
1941,8/18/1981,0.319,ClearLakeDeep,2023
1942,9/15/1981,0.322,ClearLakeDeep,2023
1943,10/13/1981,0.326,ClearLakeDeep,2023
1944,11/10/1981,0.328,ClearLakeDeep,2023
1945,12/8/1981,0.331,ClearLakeDeep,2023
1946,1/6/1982,0.332,ClearLakeDeep,2023
1947,2/3/1982,0.334,ClearLakeDeep,2023
1948,3/2/1982,0.335,ClearLakeDeep,2023
1949,3/30/1982,0.338,ClearLakeDeep,2023
1950,4/27/1982,0.339,ClearLakeDeep,2023
1951,5/25/1982,0.341,ClearLakeDeep,2023
1952,6/22/1982,0.349,ClearLakeDeep,2023
1953,7/20/1982,0.355,ClearLakeDeep,2023
1954,8/17/1982,0.36,ClearLakeDeep,2023
1955,9/14/1982,0.368,ClearLakeDeep,2023
1956,10/12/1982,0.373,ClearLakeDeep,2023
1957,11/9/1982,0.378,ClearLakeDeep,2023
1958,12/7/1982,0.38,ClearLakeDeep,2023
1959,1/4/1983,0.382,ClearLakeDeep,2023
1960,2/1/1983,0.383,ClearLakeDeep,2023
1961,3/2/1983,0.384,ClearLakeDeep,2023
1962,3/29/1983,0.386,ClearLakeDeep,2023
1963,4/26/1983,0.391,ClearLakeDeep,2023
1964,5/25/1983,0.394,ClearLakeDeep,2023
1965,6/21/1983,0.399,ClearLakeDeep,2023
1966,7/19/1983,0.404,ClearLakeDeep,2023
1967,8/16/1983,0.406,ClearLakeDeep,2023
1968,9/13/1983,0.407,ClearLakeDeep,2023
1969,10/11/1983,0.409,ClearLakeDeep,2023
1970,11/8/1983,0.412,ClearLakeDeep,2023
1971,12/6/1983,0.414,ClearLakeDeep,2023
1972,1/4/1984,0.419,ClearLakeDeep,2023
1973,1/31/1984,0.419,ClearLakeDeep,2023
1974,2/28/1984,0.42,ClearLakeDeep,2023
1975,3/26/1984,0.423,ClearLakeDeep,2023
1976,4/23/1984,0.426,ClearLakeDeep,2023
1977,5/22/1984,0.435,ClearLakeDeep,2023
1978,6/19/1984,0.437,ClearLakeDeep,2023
1979,7/17/1984,0.441,ClearLakeDeep,2023
1980,8/14/1984,0.444,ClearLakeDeep,2023
1981,9/11/1984,0.448,ClearLakeDeep,2023
1982,10/9/1984,0.45,ClearLakeDeep,2023
1983,11/6/1984,0.451,ClearLakeDeep,2023
1984,12/5/1984,0.453,ClearLakeDeep,2023
1985,1/2/1985,0.455,ClearLakeDeep,2023
1986,1/30/1985,0.458,ClearLakeDeep,2023
1987,2/26/1985,0.459,ClearLakeDeep,2023
1988,3/27/1985,0.46,ClearLakeDeep,2023
1989,4/23/1985,0.463,ClearLakeDeep,2023
1990,5/21/1985,0.467,ClearLakeDeep,2023
1991,6/18/1985,0.473,ClearLakeDeep,2023
1992,7/16/1985,0.476,ClearLakeDeep,2023
1993,8/13/1985,0.483,ClearLakeDeep,2023
1994,9/10/1985,0.488,ClearLakeDeep,2023
1995,10/8/1985,0.497,ClearLakeDeep,2023
1996,11/6/1985,0.497,ClearLakeDeep,2023
1997,12/3/1985,0.498,ClearLakeDeep,2023
1998,12/19/1985,0.499,ClearLakeDeep,2023
1999,1/16/1986,0.499,ClearLakeDeep,2023
2000,2/13/1986,0.5,ClearLakeDeep,2023
2001,3/13/1986,0.502,ClearLakeDeep,2023
2002,4/11/1986,0.505,ClearLakeDeep,2023
2003,5/8/1986,0.508,ClearLakeDeep,2023
2004,6/5/1986,0.509,ClearLakeDeep,2023
2005,7/3/1986,0.51,ClearLakeDeep,2023
2006,7/31/1986,0.519,ClearLakeDeep,2023
2007,8/29/1986,0.524,ClearLakeDeep,2023
2008,9/25/1986,0.524,ClearLakeDeep,2023
2009,10/23/1986,0.524,ClearLakeDeep,2023
2010,11/19/1986,0.525,ClearLakeDeep,2023
2011,12/17/1986,0.525,ClearLakeDeep,2023
2012,1/15/1987,0.526,ClearLakeDeep,2023
2013,2/11/1987,0.527,ClearLakeDeep,2023
2014,3/6/1987,0.527,ClearLakeDeep,2023
2015,4/2/1987,0.528,ClearLakeDeep,2023
2016,4/30/1987,0.533,ClearLakeDeep,2023
2017,5/28/1987,0.533,ClearLakeDeep,2023
2018,6/26/1987,0.534,ClearLakeDeep,2023
2019,7/23/1987,0.537,ClearLakeDeep,2023
2020,8/20/1987,0.543,ClearLakeDeep,2023
2021,9/17/1987,0.546,ClearLakeDeep,2023
2022,10/15/1987,0.548,ClearLakeDeep,2023
2023,11/12/1987,0.551,ClearLakeDeep,2023
2024,12/9/1987,0.552,ClearLakeDeep,2023
2025,1/7/1988,0.552,ClearLakeDeep,2023
2026,2/4/1988,0.553,ClearLakeDeep,2023
2027,3/3/1988,0.554,ClearLakeDeep,2023
2028,3/31/1988,0.555,ClearLakeDeep,2023
2029,4/28/1988,0.557,ClearLakeDeep,2023
2030,5/26/1988,0.558,ClearLakeDeep,2023
2031,6/23/1988,0.563,ClearLakeDeep,2023
2032,7/21/1988,0.565,ClearLakeDeep,2023
2033,8/18/1988,0.568,ClearLakeDeep,2023
2034,9/14/1988,0.571,ClearLakeDeep,2023
2035,10/13/1988,0.573,ClearLakeDeep,2023
2036,11/9/1988,0.576,ClearLakeDeep,2023
2037,12/8/1988,0.579,ClearLakeDeep,2023
2038,1/5/1989,0.579,ClearLakeDeep,2023
2039,2/2/1989,0.579,ClearLakeDeep,2023
2040,3/2/1989,0.58,ClearLakeDeep,2023
2041,3/29/1989,0.581,ClearLakeDeep,2023
2042,4/27/1989,0.584,ClearLakeDeep,2023
2043,5/23/1989,0.586,ClearLakeDeep,2023
2044,6/22/1989,0.59,ClearLakeDeep,2023
2045,7/20/1989,0.59,ClearLakeDeep,2023
2046,8/17/1989,0.593,ClearLakeDeep,2023
2047,9/14/1989,0.596,ClearLakeDeep,2023
2048,10/12/1989,0.601,ClearLakeDeep,2023
2049,11/8/1989,0.603,ClearLakeDeep,2023
2050,12/7/1989,0.604,ClearLakeDeep,2023
2051,1/4/1990,0.604,ClearLakeDeep,2023
2052,2/1/1990,0.604,ClearLakeDeep,2023
2053,3/1/1990,0.604,ClearLakeDeep,2023
2054,3/29/1990,0.605,ClearLakeDeep,2023
2055,4/26/1990,0.605,ClearLakeDeep,2023
2056,5/24/1990,0.605,ClearLakeDeep,2023
2057,6/21/1990,0.613,ClearLakeDeep,2023
2058,7/19/1990,0.617,ClearLakeDeep,2023
2059,8/16/1990,0.618,ClearLakeDeep,2023
2060,9/13/1990,0.62,ClearLakeDeep,2023
2061,10/11/1990,0.621,ClearLakeDeep,2023
2062,11/7/1990,0.622,ClearLakeDeep,2023
2063,12/7/1990,0.622,ClearLakeDeep,2023
2064,1/3/1991,0.622,ClearLakeDeep,2023
2065,1/31/1991,0.622,ClearLakeDeep,2023
2066,2/28/1991,0.622,ClearLakeDeep,2023
2067,3/28/1991,0.622,ClearLakeDeep,2023
2068,4/25/1991,0.622,ClearLakeDeep,2023
2069,5/24/1991,0.621,ClearLakeDeep,2023
2070,6/24/1991,0.621,ClearLakeDeep,2023
2071,7/18/1991,0.621,ClearLakeDeep,2023
2072,8/15/1991,0.623,ClearLakeDeep,2023
2073,9/12/1991,0.623,ClearLakeDeep,2023
2074,10/10/1991,0.624,ClearLakeDeep,2023
2075,11/7/1991,0.625,ClearLakeDeep,2023
2076,12/5/1991,0.626,ClearLakeDeep,2023
2077,1/2/1992,0.625,ClearLakeDeep,2023
2078,1/30/1992,0.624,ClearLakeDeep,2023
2079,2/28/1992,0.623,ClearLakeDeep,2023
2080,3/25/1992,0.623,ClearLakeDeep,2023
2081,4/23/1992,0.623,ClearLakeDeep,2023
2082,5/21/1992,0.623,ClearLakeDeep,2023
2083,6/17/1992,0.623,ClearLakeDeep,2023
2084,7/16/1992,0.624,ClearLakeDeep,2023
2085,8/13/1992,0.625,ClearLakeDeep,2023
2086,9/9/1992,0.629,ClearLakeDeep,2023
2087,10/8/1992,0.63,ClearLakeDeep,2023
2088,11/5/1992,0.628,ClearLakeDeep,2023
2089,12/2/1992,0.627,ClearLakeDeep,2023
2090,12/30/1992,0.626,ClearLakeDeep,2023
2091,1/28/1993,0.625,ClearLakeDeep,2023
2092,2/24/1993,0.624,ClearLakeDeep,2023
2093,3/26/1993,0.623,ClearLakeDeep,2023
2094,4/22/1993,0.623,ClearLakeDeep,2023
2095,5/19/1993,0.623,ClearLakeDeep,2023
2096,6/17/1993,0.623,ClearLakeDeep,2023
2097,7/14/1993,0.623,ClearLakeDeep,2023
2098,8/13/1993,0.628,ClearLakeDeep,2023
2099,9/10/1993,0.63,ClearLakeDeep,2023
2100,10/8/1993,0.63,ClearLakeDeep,2023
2101,11/4/1993,0.629,ClearLakeDeep,2023
2102,12/2/1993,0.629,ClearLakeDeep,2023
2103,12/30/1993,0.629,ClearLakeDeep,2023
2104,1/27/1994,0.629,ClearLakeDeep,2023
2105,2/24/1994,0.628,ClearLakeDeep,2023
2106,3/25/1994,0.628,ClearLakeDeep,2023
2107,4/20/1994,0.628,ClearLakeDeep,2023
2108,5/19/1994,0.628,ClearLakeDeep,2023
2109,6/16/1994,0.629,ClearLakeDeep,2023
2110,7/15/1994,0.63,ClearLakeDeep,2023
2111,8/11/1994,0.633,ClearLakeDeep,2023
2112,9/8/1994,0.634,ClearLakeDeep,2023
2113,10/6/1994,0.634,ClearLakeDeep,2023
2114,11/3/1994,0.634,ClearLakeDeep,2023
2115,12/2/1994,0.634,ClearLakeDeep,2023
2116,12/29/1994,0.634,ClearLakeDeep,2023
2117,1/26/1995,0.634,ClearLakeDeep,2023
2118,2/23/1995,0.634,ClearLakeDeep,2023
2119,3/23/1995,0.633,ClearLakeDeep,2023
2120,4/20/1995,0.633,ClearLakeDeep,2023
2121,5/17/1995,0.633,ClearLakeDeep,2023
2122,6/15/1995,0.634,ClearLakeDeep,2023
2123,7/14/1995,0.637,ClearLakeDeep,2023
2124,8/10/1995,0.64,ClearLakeDeep,2023
2125,9/7/1995,0.641,ClearLakeDeep,2023
2126,10/5/1995,0.641,ClearLakeDeep,2023
2127,11/2/1995,0.642,ClearLakeDeep,2023
2128,12/1/1995,0.642,ClearLakeDeep,2023
2129,1/4/1996,0.641,ClearLakeDeep,2023
2130,1/26/1996,0.641,ClearLakeDeep,2023
2131,2/22/1996,0.641,ClearLakeDeep,2023
2132,3/21/1996,0.641,ClearLakeDeep,2023
2133,4/19/1996,0.642,ClearLakeDeep,2023
2134,5/17/1996,0.642,ClearLakeDeep,2023
2135,6/13/1996,0.643,ClearLakeDeep,2023
2136,7/12/1996,0.647,ClearLakeDeep,2023
2137,8/9/1996,0.653,ClearLakeDeep,2023
2138,9/7/1996,0.652,ClearLakeDeep,2023
2139,10/3/1996,0.652,ClearLakeDeep,2023
2140,10/29/1996,0.651,ClearLakeDeep,2023
2141,11/29/1996,0.651,ClearLakeDeep,2023
2142,12/27/1996,0.651,ClearLakeDeep,2023
2143,1/24/1997,0.651,ClearLakeDeep,2023
2144,2/21/1997,0.65,ClearLakeDeep,2023
2145,3/19/1997,0.65,ClearLakeDeep,2023
2146,4/16/1997,0.649,ClearLakeDeep,2023
2147,5/14/1997,0.649,ClearLakeDeep,2023
2148,6/13/1997,0.649,ClearLakeDeep,2023
2149,7/11/1997,0.65,ClearLakeDeep,2023
2150,8/7/1997,0.655,ClearLakeDeep,2023
2151,9/2/1997,0.659,ClearLakeDeep,2023
2152,10/3/1997,0.659,ClearLakeDeep,2023
2153,10/30/1997,0.659,ClearLakeDeep,2023
2154,11/26/1997,0.658,ClearLakeDeep,2023
2155,12/24/1997,0.658,ClearLakeDeep,2023
2156,1/21/1998,0.658,ClearLakeDeep,2023
2157,2/19/1998,0.657,ClearLakeDeep,2023
2158,3/19/1998,0.656,ClearLakeDeep,2023
2159,4/16/1998,0.656,ClearLakeDeep,2023
2160,5/14/1998,0.658,ClearLakeDeep,2023
2161,6/11/1998,0.663,ClearLakeDeep,2023
2162,7/8/1998,0.664,ClearLakeDeep,2023
2163,8/7/1998,0.668,ClearLakeDeep,2023
2164,9/3/1998,0.668,ClearLakeDeep,2023
2165,10/1/1998,0.668,ClearLakeDeep,2023
2166,10/30/1998,0.667,ClearLakeDeep,2023
2167,11/27/1998,0.667,ClearLakeDeep,2023
2168,12/18/1998,0.667,ClearLakeDeep,2023
2169,1/15/1999,0.666,ClearLakeDeep,2023
2170,2/12/1999,0.666,ClearLakeDeep,2023
2171,3/15/1999,0.666,ClearLakeDeep,2023
2172,4/9/1999,0.666,ClearLakeDeep,2023
2173,5/4/1999,0.667,ClearLakeDeep,2023
2174,6/4/1999,0.669,ClearLakeDeep,2023
2175,6/30/1999,0.668,ClearLakeDeep,2023
2176,7/29/1999,0.668,ClearLakeDeep,2023
2177,8/25/1999,0.674,ClearLakeDeep,2023
2178,9/23/1999,0.68,ClearLakeDeep,2023
2179,10/20/1999,0.677,ClearLakeDeep,2023
2180,11/19/1999,0.677,ClearLakeDeep,2023
2181,12/17/1999,0.677,ClearLakeDeep,2023
2182,1/13/2000,0.677,ClearLakeDeep,2023
2183,2/8/2000,0.677,ClearLakeDeep,2023
2184,3/7/2000,0.677,ClearLakeDeep,2023
2185,4/5/2000,0.68,ClearLakeDeep,2023
2186,5/3/2000,0.68,ClearLakeDeep,2023
2187,6/1/2000,0.68,ClearLakeDeep,2023
2188,6/29/2000,0.681,ClearLakeDeep,2023
2189,7/26/2000,0.689,ClearLakeDeep,2023
2190,8/25/2000,0.693,ClearLakeDeep,2023
2191,9/21/2000,0.696,ClearLakeDeep,2023
2192,10/19/2000,0.695,ClearLakeDeep,2023
2193,11/16/2000,0.694,ClearLakeDeep,2023
2194,12/14/2000,0.693,ClearLakeDeep,2023
2195,1/11/2001,0.692,ClearLakeDeep,2023
2196,2/8/2001,0.692,ClearLakeDeep,2023
2197,3/8/2001,0.691,ClearLakeDeep,2023
2198,4/5/2001,0.69,ClearLakeDeep,2023
2199,5/4/2001,0.69,ClearLakeDeep,2023
2200,5/30/2001,0.692,ClearLakeDeep,2023
2201,6/27/2001,0.692,ClearLakeDeep,2023
2202,7/27/2001,0.694,ClearLakeDeep,2023
2203,8/23/2001,0.698,ClearLakeDeep,2023
2204,9/20/2001,0.697,ClearLakeDeep,2023
2205,10/18/2001,0.696,ClearLakeDeep,2023
2206,11/15/2001,0.695,ClearLakeDeep,2023
2207,12/12/2001,0.694,ClearLakeDeep,2023
2208,1/10/2002,0.693,ClearLakeDeep,2023
2209,2/7/2002,0.692,ClearLakeDeep,2023
2210,3/7/2002,0.692,ClearLakeDeep,2023
2211,4/3/2002,0.691,ClearLakeDeep,2023
2212,5/2/2002,0.692,ClearLakeDeep,2023
2213,5/29/2002,0.694,ClearLakeDeep,2023
2214,6/26/2002,0.694,ClearLakeDeep,2023
2215,7/26/2002,0.694,ClearLakeDeep,2023
2216,8/21/2002,0.694,ClearLakeDeep,2023
2217,9/20/2002,0.693,ClearLakeDeep,2023
2218,10/17/2002,0.693,ClearLakeDeep,2023
2219,11/15/2002,0.683,ClearLakeDeep,2023
2220,12/13/2002,0.682,ClearLakeDeep,2023
2221,1/9/2003,0.682,ClearLakeDeep,2023
2222,2/5/2003,0.681,ClearLakeDeep,2023
2223,3/5/2003,0.681,ClearLakeDeep,2023
2224,4/3/2003,0.677,ClearLakeDeep,2023
2225,5/1/2003,0.677,ClearLakeDeep,2023
2226,5/29/2003,0.679,ClearLakeDeep,2023
2227,6/26/2003,0.681,ClearLakeDeep,2023
2228,7/23/2003,0.681,ClearLakeDeep,2023
2229,8/20/2003,0.681,ClearLakeDeep,2023
2230,9/18/2003,0.681,ClearLakeDeep,2023
2231,10/16/2003,0.681,ClearLakeDeep,2023
2232,11/12/2003,0.681,ClearLakeDeep,2023
2233,12/12/2003,0.68,ClearLakeDeep,2023
2234,1/9/2004,0.68,ClearLakeDeep,2023
2235,2/6/2004,0.683,ClearLakeDeep,2023
2236,3/5/2004,0.682,ClearLakeDeep,2023
2237,3/31/2004,0.682,ClearLakeDeep,2023
2238,4/30/2004,0.682,ClearLakeDeep,2023
2239,5/28/2004,0.682,ClearLakeDeep,2023
2240,6/25/2004,0.682,ClearLakeDeep,2023
2241,7/22/2004,0.682,ClearLakeDeep,2023
2242,8/18/2004,0.683,ClearLakeDeep,2023
2243,9/14/2004,0.683,ClearLakeDeep,2023
2244,10/14/2004,0.683,ClearLakeDeep,2023
2245,11/10/2004,0.683,ClearLakeDeep,2023
2246,12/8/2004,0.682,ClearLakeDeep,2023
2247,1/5/2005,0.682,ClearLakeDeep,2023
2248,2/1/2005,0.681,ClearLakeDeep,2023
2249,3/3/2005,0.679,ClearLakeDeep,2023
2250,3/29/2005,0.678,ClearLakeDeep,2023
2251,4/28/2005,0.679,ClearLakeDeep,2023
2252,5/27/2005,0.68,ClearLakeDeep,2023
2253,6/23/2005,0.68,ClearLakeDeep,2023
2254,7/22/2005,0.681,ClearLakeDeep,2023
2255,8/25/2005,0.681,ClearLakeDeep,2023
2256,9/21/2005,0.681,ClearLakeDeep,2023
2257,10/20/2005,0.682,ClearLakeDeep,2023
2258,11/16/2005,0.682,ClearLakeDeep,2023
2259,12/14/2005,0.683,ClearLakeDeep,2023
2260,1/9/2006,0.683,ClearLakeDeep,2023
2261,2/8/2006,0.683,ClearLakeDeep,2023
2262,3/7/2006,0.683,ClearLakeDeep,2023
2263,4/5/2006,0.683,ClearLakeDeep,2023
2264,5/3/2006,0.684,ClearLakeDeep,2023
2265,6/1/2006,0.685,ClearLakeDeep,2023
2266,6/28/2006,0.686,ClearLakeDeep,2023
2267,7/27/2006,0.686,ClearLakeDeep,2023
2268,8/28/2006,0.687,ClearLakeDeep,2023
2269,9/29/2006,0.686,ClearLakeDeep,2023
2270,10/23/2006,0.686,ClearLakeDeep,2023
2271,11/14/2006,0.687,ClearLakeDeep,2023
2272,12/12/2006,0.688,ClearLakeDeep,2023
2273,1/12/2007,0.688,ClearLakeDeep,2023
2274,2/7/2007,0.688,ClearLakeDeep,2023
2275,3/12/2007,0.688,ClearLakeDeep,2023
2276,4/3/2007,0.688,ClearLakeDeep,2023
2277,5/3/2007,0.688,ClearLakeDeep,2023
2278,6/4/2007,0.688,ClearLakeDeep,2023
2279,6/26/2007,0.689,ClearLakeDeep,2023
2280,7/27/2007,0.689,ClearLakeDeep,2023
2281,8/28/2007,0.689,ClearLakeDeep,2023
2282,9/20/2007,0.689,ClearLakeDeep,2023
2283,10/24/2007,0.69,ClearLakeDeep,2023
2284,11/15/2007,0.69,ClearLakeDeep,2023
2285,12/17/2007,0.69,ClearLakeDeep,2023
2286,1/9/2008,0.69,ClearLakeDeep,2023
2287,2/13/2008,0.69,ClearLakeDeep,2023
2288,3/11/2008,0.69,ClearLakeDeep,2023
2289,4/16/2008,0.688,ClearLakeDeep,2023
2290,5/7/2008,0.688,ClearLakeDeep,2023
2291,6/11/2008,0.689,ClearLakeDeep,2023
2292,7/15/2008,0.689,ClearLakeDeep,2023
2293,8/20/2008,0.689,ClearLakeDeep,2023
2294,10/1/2008,0.689,ClearLakeDeep,2023
2295,10/30/2008,0.69,ClearLakeDeep,2023
2296,11/25/2008,0.69,ClearLakeDeep,2023
2297,12/19/2008,0.691,ClearLakeDeep,2023
2298,1/28/2009,0.692,ClearLakeDeep,2023
2299,3/3/2009,0.692,ClearLakeDeep,2023
2300,4/2/2009,0.692,ClearLakeDeep,2023
2301,5/1/2009,0.692,ClearLakeDeep,2023
2302,5/29/2009,0.692,ClearLakeDeep,2023
2303,6/26/2009,0.692,ClearLakeDeep,2023
2304,7/21/2009,0.693,ClearLakeDeep,2023
2305,8/20/2009,0.694,ClearLakeDeep,2023
2306,9/17/2009,0.694,ClearLakeDeep,2023
2307,10/16/2009,0.694,ClearLakeDeep,2023
2308,11/9/2009,0.695,ClearLakeDeep,2023
2309,12/8/2009,0.698,ClearLakeDeep,2023
2310,1/6/2010,0.698,ClearLakeDeep,2023
2311,2/10/2010,0.698,ClearLakeDeep,2023
2312,3/12/2010,0.698,ClearLakeDeep,2023
2313,3/31/2010,0.699,ClearLakeDeep,2023
2314,5/4/2010,0.699,ClearLakeDeep,2023
2315,6/7/2010,0.7,ClearLakeDeep,2023
2316,6/29/2010,0.7,ClearLakeDeep,2023
2317,7/27/2010,0.701,ClearLakeDeep,2023
2318,8/25/2010,0.702,ClearLakeDeep,2023
2319,9/22/2010,0.703,ClearLakeDeep,2023
2320,10/20/2010,0.704,ClearLakeDeep,2023
2321,11/8/2010,0.704,ClearLakeDeep,2023
2322,12/13/2010,0.704,ClearLakeDeep,2023
2323,1/3/2011,0.704,ClearLakeDeep,2023
2324,1/31/2011,0.704,ClearLakeDeep,2023
2325,3/2/2011,0.704,ClearLakeDeep,2023
2326,3/30/2011,0.704,ClearLakeDeep,2023
2327,5/10/2011,0.705,ClearLakeDeep,2023
2328,6/8/2011,0.705,ClearLakeDeep,2023
2329,7/7/2011,0.707,ClearLakeDeep,2023
2330,8/2/2011,0.708,ClearLakeDeep,2023
2331,9/8/2011,0.713,ClearLakeDeep,2023
2332,10/6/2011,0.713,ClearLakeDeep,2023
2333,11/1/2011,0.713,ClearLakeDeep,2023
2334,11/30/2011,0.714,ClearLakeDeep,2023
2335,12/29/2011,0.714,ClearLakeDeep,2023
2336,1/27/2012,0.714,ClearLakeDeep,2023
2337,2/23/2012,0.714,ClearLakeDeep,2023
2338,3/21/2012,0.714,ClearLakeDeep,2023
2339,4/18/2012,0.714,ClearLakeDeep,2023
2340,5/17/2012,0.714,ClearLakeDeep,2023
2341,6/13/2012,0.714,ClearLakeDeep,2023
2342,7/6/2012,0.715,ClearLakeDeep,2023
2343,8/7/2012,0.715,ClearLakeDeep,2023
2344,9/5/2012,0.715,ClearLakeDeep,2023
2345,10/15/2012,0.715,ClearLakeDeep,2023
2346,11/8/2012,0.716,ClearLakeDeep,2023
2347,12/4/2012,0.716,ClearLakeDeep,2023
2348,1/4/2013,0.716,ClearLakeDeep,2023
2349,2/21/2013,0.715,ClearLakeDeep,2023
2350,3/25/2013,0.715,ClearLakeDeep,2023
2351,4/30/2013,0.715,ClearLakeDeep,2023
2352,5/29/2013,0.715,ClearLakeDeep,2023
2353,6/25/2013,0.715,ClearLakeDeep,2023
2354,7/24/2013,0.715,ClearLakeDeep,2023
2355,8/28/2013,0.715,ClearLakeDeep,2023
2356,9/27/2013,0.715,ClearLakeDeep,2023
2357,10/22/2013,0.715,ClearLakeDeep,2023
2358,11/19/2013,0.715,ClearLakeDeep,2023
2359,12/16/2013,0.714,ClearLakeDeep,2023
2360,1/22/2014,0.714,ClearLakeDeep,2023
2361,2/27/2014,0.714,ClearLakeDeep,2023
2362,4/2/2014,0.716,ClearLakeDeep,2023
2363,5/12/2014,0.716,ClearLakeDeep,2023
2364,6/9/2014,0.716,ClearLakeDeep,2023
2365,7/10/2014,0.716,ClearLakeDeep,2023
2366,8/12/2014,0.716,ClearLakeDeep,2023
2367,9/4/2014,0.716,ClearLakeDeep,2023
2368,10/7/2014,0.716,ClearLakeDeep,2023
2369,11/12/2014,0.716,ClearLakeDeep,2023
2370,12/11/2014,0.716,ClearLakeDeep,2023
2371,1/8/2015,0.716,ClearLakeDeep,2023
2372,2/20/2015,0.717,ClearLakeDeep,2023
2373,3/31/2015,0.717,ClearLakeDeep,2023
2374,4/29/2015,0.717,ClearLakeDeep,2023
2375,5/19/2015,0.717,ClearLakeDeep,2023
2376,6/22/2015,0.717,ClearLakeDeep,2023
2377,7/27/2015,0.717,ClearLakeDeep,2023
2378,9/8/2015,0.717,ClearLakeDeep,2023
2379,9/29/2015,0.717,ClearLakeDeep,2023
2380,10/28/2015,0.717,ClearLakeDeep,2023
2381,11/23/2015,0.717,ClearLakeDeep,2023
2382,12/21/2015,0.718,ClearLakeDeep,2023
2383,1/19/2016,0.718,ClearLakeDeep,2023
2384,2/29/2016,0.718,ClearLakeDeep,2023
2385,3/30/2016,0.718,ClearLakeDeep,2023
